Accession,Locus,Type,Description,Other,Name(Type),Source
AT3G10120,AT3G10120.1,down-regulated,after,infection,by,infection.csv
AT3G10190,AT3G10190.1,protein,with,sequence,similarity,fungal.csv
AT3G10190,AT3G10190.1,protein,with,sequence,similarity,pathogen.csv
AT3G10300,AT3G10300.4,family,protein;(source:Araport11),"nucleus,",LP.02,calcium.csv
AT3G10300,AT3G10300.3,family,protein;(source:Araport11),LP.02,two,calcium.csv
AT3G10300,AT3G10300.2,family,protein;(source:Araport11),LP.02,two,calcium.csv
AT3G10300,AT3G10300.6,family,protein;(source:Araport11),LP.02,two,calcium.csv
AT3G10300,AT3G10300.1,family,protein;(source:Araport11),"nucleus,",LP.02,calcium.csv
AT3G10300,AT3G10300.5,family,protein;(source:Araport11),LP.02,two,calcium.csv
AT3G10390,AT3G10390.3,plant,homolog,of,a,immunity.csv
AT3G10390,AT3G10390.1,plant,homolog,of,a,immunity.csv
AT3G10390,AT3G10390.2,plant,homolog,of,a,immunity.csv
AT3G10390,AT3G10390.4,plant,homolog,of,a,immunity.csv
AT3G10660,AT3G10660.2,encode,calcium-dependent,protein,kinase,calcium.csv
AT3G10660,AT3G10660.1,encode,calcium-dependent,protein,kinase,calcium.csv
AT3G10985,AT3G10985.1,gene,whose,expression,is,fungal.csv
AT3G11240,AT3G11240.2,arginyl-tRNA:protein,arginyltransferase,"(ATE2),",a,pathogen.csv
AT3G11240,AT3G11240.4,arginyl-tRNA:protein,arginyltransferase,"(ATE2),",a,pathogen.csv
AT3G11240,AT3G11240.3,arginyl-tRNA:protein,arginyltransferase,"(ATE2),",a,pathogen.csv
AT3G11240,AT3G11240.5,arginyl-tRNA:protein,arginyltransferase,"(ATE2),",a,pathogen.csv
AT3G11240,AT3G11240.1,arginyl-tRNA:protein,arginyltransferase,"(ATE2),",a,pathogen.csv
AT3G11340,AT3G11340.1,uridine,diphosphate-dependent,glucosyltransferase,that,defense.csv
AT3G11480,AT3G11480.1,encodes,a,SABATH,methyltransferase,defense.csv
AT3G11480,AT3G11480.1,encodes,a,SABATH,methyltransferase,Salicylic Acid.csv
AT3G11820,AT3G11820.2,syntaxin,localized,at,the,fungus.csv
AT3G11820,AT3G11820.1,syntaxin,localized,at,the,fungus.csv
AT3G11840,AT3G11840.1,U-box-domain-containing,E3,ubiquitin,ligase,immunity.csv
AT3G11840,AT3G11840.1,U-box-domain-containing,E3,ubiquitin,ligase,PAMPs.csv
AT3G12360,AT3G12360.2,protein,with,an,ankyrin,ROS.csv
AT3G12360,AT3G12360.1,protein,with,an,ankyrin,ROS.csv
AT3G12500,AT3G12500.1,basic,chitinase,involved,in,pathogen.csv
AT3G13320,AT3G13320.1,calcium,antiporter,CAX2,The,calcium.csv
AT3G13530,AT3G13530.1,protein,kinase,1,is,MAPk.csv
AT3G14070,AT3G14070.1,cation,"(K,",Na,and,calcium.csv
AT3G14395,AT3G14395.1,in,the,Regulation,of,immunity.csv
AT3G14395,AT3G14395.1,in,the,Regulation,of,Salicylic Acid.csv
AT3G14415,AT3G14415.3,glycolate,oxidase,that,modulates,ROS.csv
AT3G14415,AT3G14415.1,glycolate,oxidase,that,modulates,ROS.csv
AT3G14415,AT3G14415.2,glycolate,oxidase,that,modulates,ROS.csv
AT3G14420,AT3G14420.1,glycolate,oxidase,that,modulates,ROS.csv
AT3G14420,AT3G14420.3,glycolate,oxidase,that,modulates,ROS.csv
AT3G14420,AT3G14420.4,glycolate,oxidase,that,modulates,ROS.csv
AT3G14420,AT3G14420.5,glycolate,oxidase,that,modulates,ROS.csv
AT3G14420,AT3G14420.6,glycolate,oxidase,that,modulates,ROS.csv
AT3G14420,AT3G14420.2,glycolate,oxidase,that,modulates,ROS.csv
AT3G14460,AT3G14460.1,repeat,protein,that,also,fungal.csv
AT3G14460,AT3G14460.1,repeat,protein,that,also,pathogen.csv
AT3G14840,AT3G14840.1,protein,that,is,localized,immunity.csv
AT3G14840,AT3G14840.2,protein,that,is,localized,immunity.csv
AT3G15210,AT3G15210.1,member,of,the,ERF,defense.csv
AT3G15210,AT3G15210.1,member,of,the,ERF,fungal.csv
AT3G15210,AT3G15210.1,member,of,the,ERF,pathogen.csv
AT3G16510,AT3G16510.1,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT3G17210,AT3G17210.2,heat,stable,protein,with,fungal.csv
AT3G17210,AT3G17210.1,heat,stable,protein,with,fungal.csv
AT3G17310,AT3G17310.1,(Domains,Rearranged,"Methyltransferase3),",a,small_RNAs.csv
AT3G17310,AT3G17310.3,(Domains,Rearranged,"Methyltransferase3),",a,small_RNAs.csv
AT3G17310,AT3G17310.2,(Domains,Rearranged,"Methyltransferase3),",a,small_RNAs.csv
AT3G17980,AT3G17980.1,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT3G18040,AT3G18040.5,protein,with,similarity,to,MAPk.csv
AT3G18040,AT3G18040.2,protein,with,similarity,to,MAPk.csv
AT3G18040,AT3G18040.1,protein,with,similarity,to,MAPk.csv
AT3G18040,AT3G18040.3,protein,with,similarity,to,MAPk.csv
AT3G18040,AT3G18040.4,protein,with,similarity,to,MAPk.csv
AT3G18040,AT3G18040.2,protein,with,similarity,to,ROS.csv
AT3G18040,AT3G18040.5,protein,with,similarity,to,ROS.csv
AT3G18040,AT3G18040.1,protein,with,similarity,to,ROS.csv
AT3G18040,AT3G18040.3,protein,with,similarity,to,ROS.csv
AT3G18040,AT3G18040.4,protein,with,similarity,to,ROS.csv
AT3G18165,AT3G18165.1,(Modifier,of,"snc1,","4),",immunity.csv
AT3G18360,AT3G18360.1,VQ,gene,family.,VQ,WYKY.csv
AT3G18430,AT3G18430.1,family,protein;(source:Araport11),"vacuole,",LP.02,calcium.csv
AT3G18430,AT3G18430.3,family,protein;(source:Araport11),LP.02,two,calcium.csv
AT3G18430,AT3G18430.2,family,protein;(source:Araport11),LP.02,two,calcium.csv
AT3G18690,AT3G18690.1,nuclear-localized,member,of,a,pathogen.csv
AT3G18690,AT3G18690.1,nuclear-localized,member,of,a,WYKY.csv
AT3G19690,AT3G19690.1,secretory,"proteins,",Antigen,"5,",pathogen.csv
AT3G19830,AT3G19830.4,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT3G19830,AT3G19830.1,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT3G19830,AT3G19830.2,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT3G19830,AT3G19830.3,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT3G20250,AT3G20250.3,member,of,the,Arabidopsis,fungal.csv
AT3G20250,AT3G20250.1,member,of,the,Arabidopsis,fungal.csv
AT3G20250,AT3G20250.2,member,of,the,Arabidopsis,fungal.csv
AT3G20250,AT3G20250.3,member,of,the,Arabidopsis,infection.csv
AT3G20250,AT3G20250.1,member,of,the,Arabidopsis,infection.csv
AT3G20250,AT3G20250.2,member,of,the,Arabidopsis,infection.csv
AT3G20250,AT3G20250.3,member,of,the,Arabidopsis,pathogen.csv
AT3G20250,AT3G20250.1,member,of,the,Arabidopsis,pathogen.csv
AT3G20250,AT3G20250.2,member,of,the,Arabidopsis,pathogen.csv
AT3G20600,AT3G20600.1,non-race,specific,resistance,to,fungal.csv
AT3G20600,AT3G20600.1,non-race,specific,resistance,to,pathogen.csv
AT3G20770,AT3G20770.1,"(ethylene-insensitive3),",a,nuclear,transcription,defense.csv
AT3G21180,AT3G21180.1,the,type,IIB,calcium,calcium.csv
AT3G21220,AT3G21220.2,mitogen-activated,kinase,"kinase,",dual,defense.csv
AT3G21220,AT3G21220.1,mitogen-activated,kinase,"kinase,",dual,defense.csv
AT3G21220,AT3G21220.2,mitogen-activated,kinase,"kinase,",dual,immunity.csv
AT3G21220,AT3G21220.1,mitogen-activated,kinase,"kinase,",dual,immunity.csv
AT3G21290,AT3G21290.1,disordered,protein,involved,in,small_RNAs.csv
AT3G21290,AT3G21290.2,disordered,protein,involved,in,small_RNAs.csv
AT3G21560,AT3G21560.1,protein,with,sinapic,acid:UDP-glucose,pathogen.csv
AT3G21630,AT3G21630.1,"kinase,",based,on,protein,immunity.csv
AT3G22160,AT3G22160.1,protein.,JAV1,is,a,defense.csv
AT3G22200,AT3G22200.2,with,POP3;mediates,pollen,tube,defense.csv
AT3G22200,AT3G22200.1,with,POP3;mediates,pollen,tube,defense.csv
AT3G22231,AT3G22231.1,member,of,a,novel,pathogen.csv
AT3G22370,AT3G22370.1,an,isoform,of,alternative,ROS.csv
AT3G22600,AT3G22600.1,LTPg,"protein,",downregulated,in,infection.csv
AT3G23170,AT3G23170.1,a,proline/serine,rich,protein,defense.csv
AT3G23170,AT3G23170.1,a,proline/serine,rich,protein,PAMPs.csv
AT3G23170,AT3G23170.1,a,proline/serine,rich,protein,pathogen.csv
AT3G23230,AT3G23230.1,member,of,the,ERF,defense.csv
AT3G23250,AT3G23250.1,the,R2R3,factor,gene,immunity.csv
AT3G23250,AT3G23250.2,the,R2R3,factor,gene,immunity.csv
AT3G23820,AT3G23820.1,UDP-D-glucuronate,4-epimerase,involved,in,immunity.csv
AT3G23900,AT3G23900.1,"with,",and,promotes,canonical,calcium.csv
AT3G23900,AT3G23900.3,"with,",and,promotes,canonical,calcium.csv
AT3G23900,AT3G23900.4,"with,",and,promotes,canonical,calcium.csv
AT3G23900,AT3G23900.2,"with,",and,promotes,canonical,calcium.csv
AT3G23900,AT3G23900.1,"with,",and,promotes,canonical,defense.csv
AT3G23900,AT3G23900.3,"with,",and,promotes,canonical,defense.csv
AT3G23900,AT3G23900.4,"with,",and,promotes,canonical,defense.csv
AT3G23900,AT3G23900.2,"with,",and,promotes,canonical,defense.csv
AT3G24110,AT3G24110.2,family,protein;(source:Araport11),LP.04,four,calcium.csv
AT3G24110,AT3G24110.1,family,protein;(source:Araport11),"nucleus,",LP.04,calcium.csv
AT3G24500,AT3G24500.2,three,genes,in,A.,infection.csv
AT3G24500,AT3G24500.1,three,genes,in,A.,infection.csv
AT3G24500,AT3G24500.2,three,genes,in,A.,pathogen.csv
AT3G24500,AT3G24500.1,three,genes,in,A.,pathogen.csv
AT3G24500,AT3G24500.2,three,genes,in,A.,Salicylic Acid.csv
AT3G24500,AT3G24500.1,three,genes,in,A.,Salicylic Acid.csv
AT3G24715,AT3G24715.2,to,the,B4,group,MAPk.csv
AT3G24715,AT3G24715.1,to,the,B4,group,MAPk.csv
AT3G24715,AT3G24715.3,to,the,B4,group,MAPk.csv
AT3G24800,AT3G24800.1,ring,finger,domains,and,pathogen.csv
AT3G24860,AT3G24860.1,factor,induced,by,osmotic,ROS.csv
AT3G25070,AT3G25070.2,member,of,the,R,defense.csv
AT3G25070,AT3G25070.1,member,of,the,R,defense.csv
AT3G25070,AT3G25070.2,member,of,the,R,PAMPs.csv
AT3G25070,AT3G25070.1,member,of,the,R,PAMPs.csv
AT3G25070,AT3G25070.2,member,of,the,R,pathogen.csv
AT3G25070,AT3G25070.1,member,of,the,R,pathogen.csv
AT3G25180,AT3G25180.1,cytochrome,P450,monooxygenase,(CYP82G1),fungal.csv
AT3G25180,AT3G25180.2,cytochrome,P450,monooxygenase,(CYP82G1),fungal.csv
AT3G28450,AT3G28450.1,of,pattern-triggered,immunity,in,immunity.csv
AT3G28910,AT3G28910.2,MYB,family,transcriptional,regulator.It,pathogen.csv
AT3G28910,AT3G28910.1,MYB,family,transcriptional,regulator.It,pathogen.csv
AT3G28930,AT3G28930.1,that,exhibits,RPS2-,and,infection.csv
AT3G28930,AT3G28930.2,that,exhibits,RPS2-,and,infection.csv
AT3G28930,AT3G28930.3,that,exhibits,RPS2-,and,infection.csv
AT3G29000,AT3G29000.1,family,protein;(source:Araport11),calcium,ion,calcium.csv
AT3G32090,AT3G32090.1,transcription,factor;(source:Araport11),DNA-binding,transcription,WYKY.csv
AT3G42770,AT3G42770.1,involved,in,phosphate,homeostasis.,WYKY.csv
AT3G43300,AT3G43300.1,an,immunity,associated,Arabidopsis,defense.csv
AT3G43300,AT3G43300.3,an,immunity,associated,Arabidopsis,defense.csv
AT3G43300,AT3G43300.2,an,immunity,associated,Arabidopsis,defense.csv
AT3G43300,AT3G43300.1,an,immunity,associated,Arabidopsis,immunity.csv
AT3G43300,AT3G43300.3,an,immunity,associated,Arabidopsis,immunity.csv
AT3G43300,AT3G43300.2,an,immunity,associated,Arabidopsis,immunity.csv
AT3G43300,AT3G43300.1,an,immunity,associated,Arabidopsis,pathogen.csv
AT3G43300,AT3G43300.3,an,immunity,associated,Arabidopsis,pathogen.csv
AT3G43300,AT3G43300.2,an,immunity,associated,Arabidopsis,pathogen.csv
AT3G44260,AT3G44260.1,of,the,homologs,of,defense.csv
AT3G44680,AT3G44680.1,(a,RPD3-like,histone,deacetylase).,WYKY.csv
AT3G44750,AT3G44750.2,histone,deacetylase.,Controls,the,polarity.csv
AT3G44750,AT3G44750.1,histone,deacetylase.,Controls,the,polarity.csv
AT3G44880,AT3G44880.1,pheide,a,oxygenase,(PAO).,pathogen.csv
AT3G45140,AT3G45140.2,required,for,wound-induced,jasmonic,infection.csv
AT3G45140,AT3G45140.1,required,for,wound-induced,jasmonic,infection.csv
AT3G45140,AT3G45140.2,required,for,wound-induced,jasmonic,Salicylic Acid.csv
AT3G45140,AT3G45140.1,required,for,wound-induced,jasmonic,Salicylic Acid.csv
AT3G45240,AT3G45240.1,geminivirus,Rep,interacting,kinase,fungal.csv
AT3G45240,AT3G45240.3,geminivirus,Rep,interacting,kinase,fungal.csv
AT3G45240,AT3G45240.2,geminivirus,Rep,interacting,kinase,fungal.csv
AT3G45240,AT3G45240.UORF1,L,mature,pollen,"stage,",fungal.csv
AT3G45430,AT3G45430.3,transmembrane,receptor,involved,in,immunity.csv
AT3G45430,AT3G45430.2,transmembrane,receptor,involved,in,immunity.csv
AT3G45430,AT3G45430.1,transmembrane,receptor,involved,in,immunity.csv
AT3G45640,AT3G45640.1,mitogen-activated,kinase,whose,mRNA,MAPk.csv
AT3G45860,AT3G45860.1,cysteine-rich,receptor-like,protein,kinase.,defense.csv
AT3G45860,AT3G45860.1,cysteine-rich,receptor-like,protein,kinase.,pathogen.csv
AT3G46530,AT3G46530.1,to,the,biotrophic,"oomycete,",fungal.csv
AT3G46860,AT3G46860.1,encode,a,PR,(pathogenesis-related),pathogen.csv
AT3G47380,AT3G47380.1,inhibitor,that,is,involved,infection.csv
AT3G47450,AT3G47450.1,protein,with,similarity,to,ROS.csv
AT3G47450,AT3G47450.2,protein,with,similarity,to,ROS.csv
AT3G47480,AT3G47480.1,family,protein;(source:Araport11),CML47;,Y,calcium.csv
AT3G47860,AT3G47860.1,chloroplastic,lipocalin,AtCHL.,Located,ROS.csv
AT3G48990,AT3G48990.1,oxalyl-CoA,synthetase,and,is,defense.csv
AT3G48990,AT3G48990.1,oxalyl-CoA,synthetase,and,is,fungal.csv
AT3G48990,AT3G48990.1,oxalyl-CoA,synthetase,and,is,pathogen.csv
AT3G49110,AT3G49110.1,peroxidase,Perx33.,Expressed,in,defense.csv
AT3G49120,AT3G49120.1,peroxidase,Perx34.,Expressed,in,defense.csv
AT3G49370,AT3G49370.1,kinase,(CDPK),family,protein;(source:Araport11),calcium.csv
AT3G49530,AT3G49530.2,that,serves,as,a,pathogen.csv
AT3G49530,AT3G49530.1,that,serves,as,a,pathogen.csv
AT3G50020,AT3G50020.1,encode,a,PR,(pathogenesis-related),pathogen.csv
AT3G50100,AT3G50100.2,exonuclease,that,degrades,single-stranded,small_RNAs.csv
AT3G50100,AT3G50100.1,exonuclease,that,degrades,single-stranded,small_RNAs.csv
AT3G50260,AT3G50260.1,member,of,the,DREB,defense.csv
AT3G50310,AT3G50310.1,member,of,MEKK,subfamily.,MAPk.csv
AT3G50360,AT3G50360.1,protein,with,four,EF-hand,calcium.csv
AT3G50930,AT3G50930.1,protein,that,is,present,Salicylic Acid.csv
AT3G50950,AT3G50950.2,canonical,CC-type,NLR,protein,pathogen.csv
AT3G50950,AT3G50950.1,canonical,CC-type,NLR,protein,pathogen.csv
AT3G51440,AT3G51440.1,superfamily,protein;(source:Araport11),"chloroplast,",plant,calcium.csv
AT3G51450,AT3G51450.1,superfamily,protein;(source:Araport11),"chloroplast,",LP.02,calcium.csv
AT3G51550,AT3G51550.1,"synergid-expressed,",plasma-membrane,localized,receptor-like,infection.csv
AT3G51590,AT3G51590.1,member,of,the,lipid,pathogen.csv
AT3G51600,AT3G51600.1,encode,a,PR,(pathogenesis-related),pathogen.csv
AT3G51660,AT3G51660.1,protein;,modulate,flowering,time,immunity.csv
AT3G51780,AT3G51780.1,of,Arabidopsis,BAG,(Bcl-2-associated,pathogen.csv
AT3G51850,AT3G51850.1,Calcium,Dependent,Protein,Kinase,calcium.csv
AT3G51850,AT3G51850.2,Calcium,Dependent,Protein,KinaseThe,calcium.csv
AT3G51850,AT3G51850.3,Calcium,Dependent,Protein,KinaseThe,calcium.csv
AT3G51860,AT3G51860.1,3;(source:Araport11),ATCAX3;,ATHCX1;,CATION,calcium.csv
AT3G51860,AT3G51860.2,3;(source:Araport11),"mitochondrion,",LP.02,two,calcium.csv
AT3G52400,AT3G52400.1,involved,in,the,negative,defense.csv
AT3G52400,AT3G52400.1,involved,in,the,negative,Salicylic Acid.csv
AT3G52430,AT3G52430.1,lipase-like,gene,that,is,Salicylic Acid.csv
AT3G52450,AT3G52450.1,cytoplasmically,localized,U-box,domain,immunity.csv
AT3G52450,AT3G52450.1,cytoplasmically,localized,U-box,domain,PAMPs.csv
AT3G52770,AT3G52770.1,a,small-leucine,zipper,containing,polarity.csv
AT3G53160,AT3G53160.1,induced,by,pathogen,infection.,infection.csv
AT3G53160,AT3G53160.1,induced,by,pathogen,infection.,pathogen.csv
AT3G53230,AT3G53230.1,induced,upon,oilseed,rape,infection.csv
AT3G53610,AT3G53610.2,(atrab8).,AtRAB8s,associate,with,infection.csv
AT3G53610,AT3G53610.1,(atrab8).,AtRAB8s,associate,with,infection.csv
AT3G53610,AT3G53610.3,(atrab8).,AtRAB8s,associate,with,infection.csv
AT3G54900,AT3G54900.1,protein.It,activates,CAX1,gene,calcium.csv
AT3G55370,AT3G55370.2,nuclear,localized,Dof,domain,Salicylic Acid.csv
AT3G55370,AT3G55370.3,nuclear,localized,Dof,domain,Salicylic Acid.csv
AT3G55370,AT3G55370.1,nuclear,localized,Dof,domain,Salicylic Acid.csv
AT3G55470,AT3G55470.2,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT3G55470,AT3G55470.1,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT3G56170,AT3G56170.1,calcium-dependent,nuclease,with,similarity,calcium.csv
AT3G56390,AT3G56390.1,a,novel,transcription,factor.,WYKY.csv
AT3G56400,AT3G56400.1,WRKY,Transcription,Factor;,Group,defense.csv
AT3G56400,AT3G56400.1,WRKY,Transcription,Factor;,Group,WYKY.csv
AT3G57010,AT3G57010.1,superfamily,protein;(source:Araport11),"chloroplast,",plant,calcium.csv
AT3G57020,AT3G57020.1,superfamily,protein;(source:Araport11),"chloroplast,","vacuole,",calcium.csv
AT3G57020,AT3G57020.2,superfamily,protein;(source:Araport11),"chloroplast,","vacuole,",calcium.csv
AT3G57030,AT3G57030.1,superfamily,protein;(source:Araport11),"chloroplast,",plasma,calcium.csv
AT3G57260,AT3G57260.1,"&#946;-1,3-GLUCANASE;",ATBG2;,ATPR2;,"BETA-1,3-GLUCANASE",pathogen.csv
AT3G57260,AT3G57260.2,"&#946;-1,3-GLUCANASE;",ATBG2;,ATPR2;,"BETA-1,3-GLUCANASE",pathogen.csv
AT3G57530,AT3G57530.2,Kinase.,ABA,signaling,component,calcium.csv
AT3G57530,AT3G57530.1,Kinase.,ABA,signaling,component,calcium.csv
AT3G57750,AT3G57750.2,pseudokinase,that,likely,acts,immunity.csv
AT3G57750,AT3G57750.1,pseudokinase,that,likely,acts,immunity.csv
AT3G58710,AT3G58710.2,WRKY,Transcription,Factor;,Group,WYKY.csv
AT3G58710,AT3G58710.1,WRKY,Transcription,Factor;,Group,WYKY.csv
AT3G59280,AT3G59280.2,ortholog,of,yeast,"PAM16,",pathogen.csv
AT3G59280,AT3G59280.1,ortholog,of,yeast,"PAM16,",pathogen.csv
AT3G59280,AT3G59280.2,ortholog,of,yeast,"PAM16,",ROS.csv
AT3G59280,AT3G59280.1,ortholog,of,yeast,"PAM16,",ROS.csv
AT3G59370,AT3G59370.1,protein-like,protein;(source:Araport11),biological,process,calcium.csv
AT3G59450,AT3G59450.2,family,protein;(source:Araport11),"mitochondrion,",biological,calcium.csv
AT3G59450,AT3G59450.1,family,protein;(source:Araport11),biological,process,calcium.csv
AT3G59470,AT3G59470.3,of,four,FRS,(FAR1-RELATED,WYKY.csv
AT3G59470,AT3G59470.2,of,four,FRS,(FAR1-RELATED,WYKY.csv
AT3G59470,AT3G59470.1,of,four,FRS,(FAR1-RELATED,WYKY.csv
AT3G59530,AT3G59530.2,superfamily,protein;(source:Araport11),ATLAP3;,LAP3;,calcium.csv
AT3G59530,AT3G59530.3,superfamily,protein;(source:Araport11),"mitochondrion,",NOT,calcium.csv
AT3G59530,AT3G59530.1,superfamily,protein;(source:Araport11),ATLAP3;,LAP3;,calcium.csv
AT3G59660,AT3G59660.2,C2-GRAM,domain-containing,protein,that,fungal.csv
AT3G59660,AT3G59660.1,C2-GRAM,domain-containing,protein,that,fungal.csv
AT3G59660,AT3G59660.1,C2-GRAM,domain-containing,protein,that,infection.csv
AT3G59660,AT3G59660.2,C2-GRAM,domain-containing,protein,that,infection.csv
AT3G59700,AT3G59700.1,Receptor,kinase-like,protein,family.,immunity.csv
AT3G59790,AT3G59790.1,member,of,the,MAP,MAPk.csv
AT3G60190,AT3G60190.1,Arabidopsis,dynamin-related,protein,"1E,",infection.csv
AT3G60950,AT3G60950.1,endonuclease/exonuclease/phosphatase;(source:Araport11),plasma,"membrane,",cultured,calcium.csv
AT3G61030,AT3G61030.1,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT3G61050,AT3G61050.1,novel,transcriptional,"regulator,",a,calcium.csv
AT3G61050,AT3G61050.2,novel,transcriptional,"regulator,",a,calcium.csv
AT3G61190,AT3G61190.2,protein,with,a,C2,calcium.csv
AT3G61190,AT3G61190.1,protein,with,a,C2,calcium.csv
AT3G61220,AT3G61220.3,an,aldehyde,reductase,that,pathogen.csv
AT3G61220,AT3G61220.1,an,aldehyde,reductase,that,pathogen.csv
AT3G61220,AT3G61220.2,an,aldehyde,reductase,that,pathogen.csv
AT3G61300,AT3G61300.1,plant,phosphoribosyltransferase,family,protein;(source:Araport11),calcium.csv
AT3G62340,AT3G62340.1,WRKY,Transcription,Factor;,Group,WYKY.csv
AT3G62600,AT3G62600.1,protein,localized,in,ER,immunity.csv
AT3G62600,AT3G62600.1,protein,localized,in,ER,PAMPs.csv
AT3G62600,AT3G62600.1,protein,localized,in,ER,pathogen.csv
AT3G62780,AT3G62780.1,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT3G63150,AT3G63150.1,calcium,binding,GTPases,that,calcium.csv
AT4G00020,AT4G00020.2,breast,cancer,susceptibility,protein,defense.csv
AT4G00020,AT4G00020.4,breast,cancer,susceptibility,protein,defense.csv
AT4G00020,AT4G00020.5,breast,cancer,susceptibility,protein,defense.csv
AT4G00020,AT4G00020.1,breast,cancer,susceptibility,protein,defense.csv
AT4G00020,AT4G00020.3,breast,cancer,susceptibility,protein,defense.csv
AT4G00140,AT4G00140.1,family,protein;(source:Araport11),EDA34;,EMBRYO,calcium.csv
AT4G00270,AT4G00270.1,a,non,"canonical,",nuclear,defense.csv
AT4G00467,AT4G00467.1,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT4G00467,AT4G00467.2,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT4G00700,AT4G00700.2,plant,phosphoribosyltransferase,family,protein;(source:Araport11),calcium.csv
AT4G00700,AT4G00700.1,plant,phosphoribosyltransferase,family,protein;(source:Araport11),calcium.csv
AT4G00830,AT4G00830.4,heterogeneous,nuclear,ribonucleoprotein,(hnRNP-Q),immunity.csv
AT4G00830,AT4G00830.3,heterogeneous,nuclear,ribonucleoprotein,(hnRNP-Q),immunity.csv
AT4G00830,AT4G00830.1,heterogeneous,nuclear,ribonucleoprotein,(hnRNP-Q),immunity.csv
AT4G00830,AT4G00830.2,heterogeneous,nuclear,ribonucleoprotein,(hnRNP-Q),immunity.csv
AT4G00830,AT4G00830.6,heterogeneous,nuclear,ribonucleoprotein,(hnRNP-Q),immunity.csv
AT4G00830,AT4G00830.5,heterogeneous,nuclear,ribonucleoprotein,(hnRNP-Q),immunity.csv
AT4G00860,AT4G00860.1,protein,whose,transcript,level,pathogen.csv
AT4G00900,AT4G00900.2,(SERCA-type),Ca2+,"ATPase,",catalyzes,calcium.csv
AT4G00900,AT4G00900.1,(SERCA-type),Ca2+,"ATPase,",catalyzes,calcium.csv
AT4G00990,AT4G00990.1,histone,demethylase.,Loss,of,infection.csv
AT4G00990,AT4G00990.2,histone,demethylase.,Loss,of,infection.csv
AT4G00990,AT4G00990.3,histone,demethylase.,Loss,of,infection.csv
AT4G01200,AT4G01200.1,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT4G01230,AT4G01230.2,protein.,Mutants,are,resistant,infection.csv
AT4G01230,AT4G01230.1,protein.,Mutants,are,resistant,infection.csv
AT4G01250,AT4G01250.1,a,member,of,WRKY,WYKY.csv
AT4G01370,AT4G01370.1,nuclear,and,cytoplasmically,localized,MAPk.csv
AT4G01370,AT4G01370.1,nuclear,and,cytoplasmically,localized,pathogen.csv
AT4G01720,AT4G01720.1,WRKY,Transcription,Factor;,Group,WYKY.csv
AT4G02150,AT4G02150.2,ALPHA,3,Mutant,plants,Salicylic Acid.csv
AT4G02150,AT4G02150.1,ALPHA,3,Mutant,plants,Salicylic Acid.csv
AT4G02195,AT4G02195.1,member,of,SYP4,Gene,fungal.csv
AT4G02195,AT4G02195.1,member,of,SYP4,Gene,pathogen.csv
AT4G02590,AT4G02590.1,loop,helix,class,transcriptional,immunity.csv
AT4G02590,AT4G02590.3,loop,helix,class,transcriptional,immunity.csv
AT4G02590,AT4G02590.2,loop,helix,class,transcriptional,immunity.csv
AT4G02590,AT4G02590.1,loop,helix,class,transcriptional,Salicylic Acid.csv
AT4G02590,AT4G02590.3,loop,helix,class,transcriptional,Salicylic Acid.csv
AT4G02590,AT4G02590.2,loop,helix,class,transcriptional,Salicylic Acid.csv
AT4G02640,AT4G02640.2,basic,leucine,zipper,(bZIP),defense.csv
AT4G02640,AT4G02640.3,basic,leucine,zipper,(bZIP),defense.csv
AT4G02640,AT4G02640.4,basic,leucine,zipper,(bZIP),defense.csv
AT4G02640,AT4G02640.1,basic,leucine,zipper,(bZIP),defense.csv
AT4G02640,AT4G02640.2,basic,leucine,zipper,(bZIP),pathogen.csv
AT4G02640,AT4G02640.3,basic,leucine,zipper,(bZIP),pathogen.csv
AT4G02640,AT4G02640.4,basic,leucine,zipper,(bZIP),pathogen.csv
AT4G02640,AT4G02640.1,basic,leucine,zipper,(bZIP),pathogen.csv
AT4G03110,AT4G03110.1,putative,RNA-binding,protein,that,defense.csv
AT4G03110,AT4G03110.3,putative,RNA-binding,protein,that,defense.csv
AT4G03110,AT4G03110.2,putative,RNA-binding,protein,that,defense.csv
AT4G03110,AT4G03110.1,putative,RNA-binding,protein,that,immunity.csv
AT4G03110,AT4G03110.3,putative,RNA-binding,protein,that,immunity.csv
AT4G03110,AT4G03110.2,putative,RNA-binding,protein,that,immunity.csv
AT4G03110,AT4G03110.3,putative,RNA-binding,protein,that,Salicylic Acid.csv
AT4G03110,AT4G03110.1,putative,RNA-binding,protein,that,Salicylic Acid.csv
